dataset,workbook,sheet,ordinal,field,description,declared_primary_key,declared_size,declared_data_type,range_of_values,source_classification,language,declared_foreign_key
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,1,course_time_from,course time from,True,10,nvarchar,Time,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,2,course_time_to,course time to,True,10,nvarchar,Time,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,3,age_group,"age group (e,.g <15 , between 15 and 25 , beween 25 and 35 ..ect)",True,10,nvarchar,Free Text,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,4,trainee_gender,gender of the trainee,True,10,nvarchar,"Male, Female",Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,5,no_of_trainees,count of tranees,True,4,numeric,1 to 9999,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,6,course_code,course code,True,10,nvarchar,Free Text,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,7,cource_title_ar,course name in Arabic,True,200,nvarchar,Free Text,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,8,cource_title_en,course name in English,True,200,nvarchar,Free Text,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,9,course_date,course end date,True,10,nvarchar,Date,Open,English,False
Accredited Trainers by the Dubai Real Estate Institute,Accredited Trainers by the Dubai Real Estate Institute/Accredited_Trainers_by_the_Dubai_Real_Estate_Institute_2026-09-04_attribute-details.xlsx,Sheet1,10,course_to,course start date,True,10,nvarchar,Date,Open,English,False
Approved Escrow Account Agents,Approved Escrow Account Agents/Approved_Escrow_Account_Agents_2026-09-04_attribute-details.xlsx,Sheet1,1,escrow_agent_number,Escrow agent (bank) serial number,True,22,numeric,-9999999999 To 9999999999,Open,English,False
Approved Escrow Account Agents,Approved Escrow Account Agents/Approved_Escrow_Account_Agents_2026-09-04_attribute-details.xlsx,Sheet1,2,escrow_agent_name_ar,Escrow agent name in Arabic,False,400,nvarchar,Free Text,Open,English,False
Approved Escrow Account Agents,Approved Escrow Account Agents/Approved_Escrow_Account_Agents_2026-09-04_attribute-details.xlsx,Sheet1,3,escrow_agent_name_en,Escrow agent name in English,False,400,nvarchar,Free Text,Open,English,False
Approved Escrow Account Agents,Approved Escrow Account Agents/Approved_Escrow_Account_Agents_2026-09-04_attribute-details.xlsx,Sheet1,4,phone,Escrow agent phone no,False,200,nvarchar,Free Text,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,1,land_type_en,LAND_TYPE_EN,False,50,varchar2,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,2,land_type_ar,LAND_TYPE_AR,False,50,varchar2,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,3,land_type_id,Number generated through the system,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,4,project_name_en,PROJECT_NAME_EN,False,200,varchar2,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,5,project_name_ar,PROJECT_NAME_AR,False,200,varchar2,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,6,project_id,PROJECT_ID,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,7,master_project_ar,MASTER_PROJECT_AR,False,250,nvarchar,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,8,master_project_en,MASTER_PROJECT_EN,False,250,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,9,master_project_id,Number generated through the system,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,10,pre_registration_number,PRE_REGISTRATION_NUMBER,False,100,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,11,is_registered,IS_REGISTERED,False,20,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,12,is_lease_hold,IS_LEASE_HOLD,False,16,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,13,is_free_hold,IS_FREE_HOLD,False,16,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,14,parcel_id,PARCEL_ID,False,20,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,15,creation_date,CREATION_DATE,False,-,date,DD-MM-YYYY,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,16,parent_property_id,Number generated through the system,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,17,property_sub_type_en,PROPERTY_SUB_TYPE_EN,False,50,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,18,property_sub_type_ar,PROPERTY_SUB_TYPE_AR,False,50,nvarchar,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,19,property_sub_type_id,Number generated through the system,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,20,property_type_en,PROPERTY_TYPE_EN,False,50,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,21,property_type_ar,PROPERTY_TYPE_AR,False,50,nvarchar,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,22,property_type_id,Number generated through the system,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,23,actual_area,ACTUAL_AREA,False,-,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,24,elevators,ELEVATORS,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,25,swimming_pools,SWIMMING_POOLS,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,26,offices,OFFICES,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,27,flats,FLATS,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,28,shops,SHOPS,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,29,bld_levels,LEVELS,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,30,built_up_area,BUILT_UP_AREA,False,-,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,31,car_parks,CAR_PARKS,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,32,rooms_en,ROOMS_EN,False,60,varchar2,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,33,rooms_ar,ROOMS_AR,False,60,varchar2,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,34,rooms,ROOMS,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,35,floors,FLOOR,False,40,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,36,actual_common_area,ACTUAL_COMMON_AREA,False,20,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,37,common_area,COMMON_AREA,False,-,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,38,building_number,BUILDING_NUMBER,False,100,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,39,land_sub_number,LAND_SUB_NUMBER,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,40,land_number,LAND_NUMBER,False,100,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,41,area_name_en,AREA_NAME_EN,False,200,nvarchar,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,42,area_name_ar,AREA_NAME_AR,False,200,nvarchar,-,Open,Arabic,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,43,zone_id,ZONE_ID,False,32,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,44,area_id,Number generated through the system,False,10,number,-,Open,English,False
Building and Property Project Records,Building and Property Project Records/Building_and_Property_Project_Records_2026-09-04_attribute-details.xlsx,Sheet1,45,property_id,Number generated through the system,False,10,number,-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,1,participant_id,Number generated through the system,False,10,NUMBER(10),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,2,developer_id,Number generated through the system,True,10,NUMBER(10),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,3,developer_number,Number generated through the system,False,-,NUMBER,-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,4,developer_name_ar,DEVELOPER_NAME_AR,False,200,NVARCHAR2(200),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,5,developer_name_en,DEVELOPER_NAME_EN,False,200,NVARCHAR2(200),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,6,registration_date,REGISTRATION_DATE,False,-,DATE (DD-MM-YYYY),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,7,license_source_id,issuer ID,False,10,NUMBER(10),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,8,license_source_ar,DED/FZ,False,200,NVARCHAR2(200),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,9,license_source_en,DED/FZ,False,200,NVARCHAR2(200),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,10,license_type_id,Number generated through the system,False,10,NUMBER(10),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,11,license_type_ar,if FZ,False,100,NVARCHAR2(100),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,12,license_type_en,if FZ,False,100,NVARCHAR2(100),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,13,legal_status,"determined by the legal form of a license as follows: a business license, a limited liability company,",False,-,NUMBER,-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,14,legal_status_ar,LEGAL_STATUS_AR,False,100,NVARCHAR2(100),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,15,legal_status_en,LEGAL_STATUS_EN,False,100,NVARCHAR2(100),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,16,webpage,WEBPAGE,False,100,NVARCHAR2(100),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,17,phone,PHONE,False,50,NVARCHAR2(50),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,18,fax,FAX,False,50,NVARCHAR2(50),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,19,license_number,LICENSE_NUMBER,False,50,NVARCHAR2(50),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,20,license_issue_date,LICENSE_ISSUE_DATE,False,-,DATE (DD-MM-YYYY),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,21,license_expiry_date,LICENSE_EXPIRY_DATE,False,-,DATE (DD-MM-YYYY),-,Open,English,False
Developers Recorded in Dubai Land Department,Developers Recorded in Dubai Land Department/Developers_Recorded_in_Dubai_Land_Department_2026-09-04_attribute-details.xlsx,Sheet1,22,chamber_of_commerce_no,CHAMBER_OF_COMMERCE_NO,False,20,VARCHAR2(20),-,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,1,service_year,The year in which the service was provided,True,4,NUMBER,From 2016 to 9999,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,2,service_month,the month in which the service was provided,True,2,NUMBER,from 1 to 12,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,3,service_name_ar,service name in Arabic,False,200,VARCHAR2,Free Text,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,4,service_name_en,service name in English,False,200,NVARCHAR2,Free Text,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,5,service_location_ar,"The location in which the service was provided( DLD Main Bracnch , RT Office ,… ) In Arabic",False,300,NVARCHAR2,Free Text,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,6,service_location_en,"The location in which the service was provided( DLD Main Bracnch , RT Office ,… ) In English",False,300,NVARCHAR2,Free Text,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,7,total_no_of_tickets,total no. of issued queue tickets,False,10,NVARCHAR2,From 0 to 9999999999,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,8,average_wating_time,average waiting time from the issuing time untill calling the customer,False,10,VARCHAR2,Time Format (HH:MM:SS),Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,9,target_waiting_time,the maximum time allowed for letting the client wait till calling him/her,False,10,VARCHAR2,Time Format (HH:MM:SS),Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,10,percent_waiting_time_in_target,the percentage of services provided within the allowed waiting time,False,5,NUMERIC,From 0 to 100,Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,11,average_service_time,average service time from the time the client was called until getting the output from the service,False,10,VARCHAR2,Time Format (HH:MM:SS),Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,12,target_service_time,the maximum time allowed for serving the client once the service started,False,10,VARCHAR2,Time Format (HH:MM:SS),Open,English,False
Elders and People of Determination,Elders and People of Determination/Elders_and_People_of_Determination_2026-09-04_attribute-details.xlsx,Sheet1,13,percent_service_time_in_target,the percentage of services provided within the allowed service time,False,5,NUMERIC,From 0 To 100,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,1,fz_company_number,free zone company code,True,10,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,2,fz_company_name_ar,free zone company name in Arabic,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,3,fz_company_name_en,free zone company name in English,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,4,license_source_id,the source code of the license ( the authority that issued the licenses),False,10,numeric,From -9999999999 To 9999999999,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,5,license_source_ar,trade license source in Arabic,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,6,license_source_en,trade license source in English,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,7,license_number,trade license number,False,20,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,8,license_issue_date,trade license issue date,False,10,date,dd-mm-yyyy,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,9,license_expiry_date,trade license expiry date,False,10,date,dd-mm-yyyy,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,10,email,real estate office email,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,11,webpage,web page address,False,200,nvarchar,Free Text,Open,English,False
Free Zone Companies Licensing,Free Zone Companies Licensing/Free_Zone_Companies_Licensing_2026-09-04_attribute-details.xlsx,Sheet1,12,phone,free zone company phone no,False,15,numeric,Free Text,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,1,project_id,Number generated through the system,False,10,NUMBER(10),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,2,project_name_ar,Name by developer in Arabic,False,200,VARCHAR2(200),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,3,project_name_en,Name by developer in English,False,200,VARCHAR2(200),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,4,master_project_id,Number generated through the system,False,10,NUMBER(10),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,5,master_project_en,MASTER_PROJECT_EN,False,250,NVARCHAR2(250),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,6,master_project_ar,MASTER_PROJECT_AR,False,250,NVARCHAR2(250),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,7,land_type_id,Number generated through the system,False,4,NUMBER(4),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,8,land_type_ar,The purpose of land use in Arabic,False,50,VARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,9,land_type_en,The purpose of land use in English,False,50,VARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,10,property_id,Number generated through the system,True,10,NUMBER(10),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,11,area_id,Number generated through the system,False,10,NUMBER(10),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,12,zone_id,Number generated through the system,False,4,NUMBER(4),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,13,area_name_ar,Name of the area on which the project in Arabic,False,200,NVARCHAR2(200),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,14,area_name_en,Name of the area on which the project in English,False,200,NVARCHAR2(200),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,15,land_number,Number generated through the system,False,100,NVARCHAR2(100),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,16,land_sub_number,Number generated through the system,False,-,NUMBER,-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,17,actual_area,Area Size - by Dubai Municipality,False,18,"NUMBER(18,2)",-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,18,property_type_id,Number generated through the system,False,4,NUMBER(4),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,19,property_type_ar,Type of property was built on the land in Arabic,False,50,NVARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,20,property_type_en,Type of property was built on the land in English,False,50,NVARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,21,property_sub_type_id,Number generated through the system,False,4,NUMBER(4),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,22,property_sub_type_ar,PROPERTY_SUB_TYPE_AR,False,50,NVARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,23,property_sub_type_en,PROPERTY_SUB_TYPE_EN,False,50,NVARCHAR2(50),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,24,munc_zip_code,MUNC_ZIP_CODE,False,3,VARCHAR2(3),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,25,munc_number,Is a number that is given by the Dubai Municipality,False,10,NVARCHAR2(10),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,26,parcel_id,PARCEL_ID,False,-,NUMBER,-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,27,is_free_hold,Is it in the list of lands which allows foreigners to own? (0 No or 1 Yes),False,1,NUMBER(1),-,Open,English,False
Land Registry,Land Registry/Land_Registry_2026-09-04_attribute-details.xlsx,Sheet1,28,is_registered,Flag,False,-,NUMBER,-,Open,English,False
